0.000000000000000000e+00 8.493138546217698925e-02 4.565006113322259834e-02 8.453790008605718831e-02 8.027737978167324984e-03 -4.774578840437943873e-03 3.025653476102088419e-03 -5.687064911096028838e-03 2.771414758984743799e-03 7.747450027553615549e-04
1.000000000000000056e-01 1.814205483424817800e-01 -1.651300537701972868e-02 1.051594044407753482e-02 1.355069700155306194e-02 -1.116944577935246805e-02 -3.585571831425712203e-03 -1.284965583873197252e-02 -8.383679740390302670e-03 -1.065239556791349601e-02
2.000000000000000111e-01 -5.355177012887445132e-02 9.406561193826216971e-02 -1.080540522323612460e-02 -1.967684631509756046e-02 -2.650659998615417096e-02 -2.285290157761661611e-02 -2.139401520660402442e-02 -1.663049360783029618e-02 -1.607966043849672066e-02
3.000000000000000444e-01 -1.693119035067696190e-02 -1.019548916637745273e-01 -1.574201821544215715e-02 -3.361642417005257510e-02 -3.214353487371834212e-02 -1.670716967033918435e-02 -2.004333515039741567e-02 -2.025701843114024667e-02 -1.930661159019129991e-02
4.000000000000000222e-01 -1.607083981627599467e-02 -1.464916832305953043e-01 -2.331946653929393293e-02 -3.581601981649884525e-02 -1.000732354221988557e-02 -2.593529375380423246e-02 -2.144500422524494784e-02 -2.194729890591487487e-02 -1.955039382927599434e-02
5.000000000000000000e-01 1.287740035956849716e-01 -2.604251864117649445e-02 6.847892278966299234e-03 -3.670318677048480666e-02 -2.814502110465989457e-02 -1.920645609848308649e-02 -1.536780499055474120e-02 -1.782970767138894116e-02 -1.942459256225448350e-02
6.000000000000000888e-01 -3.951867044717746746e-02 -6.628304380413053976e-02 -4.848758162528613719e-02 -9.079221861681216130e-03 -2.954800108681725906e-02 -1.774930089875255759e-02 -1.333854861143771511e-02 -1.544325262176803222e-02 -1.480807242239648783e-02
7.000000000000000666e-01 -1.179455212494613103e-01 -1.938074304132876222e-02 3.137400080604055286e-02 -1.364412199714433623e-02 3.018755866948630642e-03 -8.459213637310948955e-03 -1.247169906705991593e-02 -1.119028003225977334e-02 -1.218787662105446680e-02
8.000000000000000444e-01 -1.675262986283007072e-01 -2.821768643539475721e-02 9.270864827214593887e-03 -5.718005278104408388e-03 -2.077863545972702050e-02 2.317823710104852629e-03 1.505812983443330713e-03 -9.673562633191107318e-03 -5.439291706485255458e-03
9.000000000000000222e-01 -6.470230467687253240e-02 -1.185972635451082793e-02 -2.098722682510354917e-02 7.133308258678853174e-03 1.371968615859488032e-02 8.421664366133670837e-04 7.070851551709814511e-03 5.650023145574917249e-03 4.437156577565453189e-03
1.000000000000000000e+00 1.703521247510897119e-01 4.846838593350993873e-02 1.281194230000554275e-02 -3.815256756451838177e-03 1.761460648057934855e-02 1.388237873934686228e-02 8.038653642052365905e-03 1.724144743343573871e-02 1.421963940396525627e-02
1.100000000000000089e+00 1.025350178189089190e-01 1.650894908900140887e-02 6.691293461715497326e-02 3.748759859802840849e-03 2.773130423059482624e-02 3.702508825141442861e-02 2.465897914353683620e-02 2.791913217883741291e-02 2.775429001430406231e-02
1.200000000000000178e+00 2.249110980566904061e-01 3.475972268061258003e-02 6.445518954587534100e-02 3.375425211787290436e-02 4.448909816516753712e-02 3.788400499415684602e-02 4.306210529452777352e-02 4.289975174818952408e-02 3.976067275252819638e-02
1.300000000000000044e+00 -2.080058224821689783e-01 1.683524612435376155e-02 1.308845128598659646e-02 4.660218555986261890e-02 4.752519733706583871e-02 5.706343565658700268e-02 5.198421817364849012e-02 5.742676147056172131e-02 5.706399582119359853e-02
1.400000000000000133e+00 -9.135423032133177523e-02 1.159919677051240716e-01 6.502619133601898749e-02 5.722793527663264102e-02 7.070496861061360827e-02 7.681109719136920699e-02 7.407677656556950485e-02 7.233221466119157950e-02 7.076899955466534053e-02
1.500000000000000000e+00 1.934973864312492242e-01 8.548670071850264507e-02 8.247012172791834406e-02 6.844933499054209336e-02 8.625458632684961102e-02 9.142002277137159516e-02 8.214813778447306591e-02 8.578926108710367704e-02 8.579465709428531206e-02
1.600000000000000089e+00 -1.608986244390708809e-02 1.142154866792069179e-01 1.086842944472262013e-01 1.123129924304548943e-01 9.216019644700425284e-02 1.102570549928801741e-01 1.046769607292209470e-01 1.027076129839576552e-01 1.010931580728835488e-01
1.700000000000000178e+00 1.090438698776129006e-01 1.134923669422236714e-01 1.046256518889141923e-01 1.033076886685559276e-01 8.873514491221250189e-02 1.181315102614540341e-01 1.172354866994547440e-01 1.200611084063525208e-01 1.207124856970041987e-01
1.800000000000000044e+00 8.118748460598607108e-02 1.588473226124587079e-01 6.188140974991097887e-02 1.400185651550644172e-01 1.333600294206600534e-01 1.374137928973366563e-01 1.235506050895497782e-01 1.323559420949050602e-01 1.331873752317935811e-01
1.900000000000000133e+00 6.062032205473659452e-02 1.362082309009021719e-01 1.429101827788090417e-01 1.672890585900641547e-01 1.538933705467843138e-01 1.465088360202162210e-01 1.420189101904085205e-01 1.476333639361410710e-01 1.482058724032530861e-01
2.000000000000000000e+00 2.034479952423446925e-01 5.634891855316298548e-02 1.250029071017332849e-01 1.399262471679560416e-01 1.598780698542266177e-01 1.688414968672771743e-01 1.586254869123317757e-01 1.601625749407618871e-01 1.602344303855077756e-01
